Date,Customer Name,Gender,Annual Income,Dealer_Name,Company,Model,Transmission,Color,Price ($),Dealer_No ,Body Style,Phone,Dealer_Region,Discount,Discounted Ammount,Special extra Discount from the Dealer of SUV (20%)
2024-03-29,Skye,Male,1303000,Nebo Chevrolet,Mitsubishi,Montero Sport,Manual,Pale White,29300,06457-3834,Hatchback,8840430,Middletown,10%,"$2,930.00",
2024-03-30,Skyla,Male,13500,New Castle Ford Lincoln Mercury,Dodge,Ram Van,Auto,Black,60000,60504-7114,Hatchback,6308303,Aurora,10%,"$6,000.00",
2024-03-31,Thomas,Male,975000,Rabun Used Car Sales,Honda,Accord,Auto,Pale White,21000,85257-3102,Sedan,6941539,Scottsdale,10%,"$2,100.00",
2024-04-01,Jonathan,Male,2365000,Saab-Belle Dodge,Infiniti,I30,Auto,Black,49500,60504-7114,Hardtop,7141544,Aurora,10%,"$4,950.00",
2024-04-02,Kaden,Male,1940000,Ryder Truck Rental and Leasing,Volkswagen,Golf,Auto,Pale White,35000,06457-3834,Hardtop,8780144,Middletown,10%,"$3,500.00",
2024-04-03,Kayden,Male,1302500,Buddy Storbeck's Diesel Service Inc,Subaru,Forester,Auto,Black,22250,06457-3834,Hardtop,7721381,Middletown,10%,"$2,225.00",
2024-04-04,Kenneth,Male,1420200,C & M Motors Inc,Dodge,Caravan,Auto,Pale White,19020,60504-7114,Hardtop,6188796,Aurora,10%,"$1,902.00",
2024-04-05,Mamadou,Male,13500,Rabun Used Car Sales,Chevrolet,Prizm,Auto,Pale White,25000,85257-3102,Hardtop,7519996,Scottsdale,10%,"$2,500.00",
2024-04-06,Amandine,Male,13500,Scrivener Performance Engineering,Ford,Windstar,Auto,Pale White,31000,38701-8047,Sedan,8306394,Greenville,10%,"$3,100.00",
2024-04-07,Valentin,Male,460000,Star Enterprises Inc,Dodge,Avenger,Auto,Black,16000,99301-3882,Passenger,7328730,Pasco,10%,"$1,600.00",
2024-04-08,Patrick,Male,565000,Buddy Storbeck's Diesel Service Inc,Ford,Explorer,Auto,Black,22000,06457-3834,Hatchback,6948225,Janesville,10%,"$2,200.00",
2024-04-09,Peter,Female,500000,C & M Motors Inc,Mercedes-B,CL500,Manual,Black,22000,60504-7114,SUV,7296925,Scottsdale,10%,"$2,200.00",
2024-04-10,Rayan,Male,610000,Capitol KIA,Chevrolet,Cavalier,Manual,Pale White,20000,38701-8047,SUV,8704441,Austin,10%,"$2,000.00",
2024-04-11,Raymond,Female,445000,Chrysler of Tri-Cities,Chrysler,Concorde,Auto,Black,12000,99301-3882,Hatchback,8818015,Middletown,10%,"$1,200.00",
2024-04-12,Richard,Male,13500,Chrysler Plymouth,Volkswagen,Passat,Auto,Black,21000,53546-9427,Hatchback,8400571,Aurora,10%,"$2,100.00",
2024-04-13,Ricky,Female,801000,Classic Chevy,Mercedes-B,M-Class,Auto,Black,18000,85257-3102,Hatchback,7200530,Greenville,10%,"$1,800.00",
2024-04-14,Rohan,Male,350000,Clay Johnson Auto Sales,Ford,Expedition,Manual,Black,18000,78758-7841,SUV,7226372,Pasco,10%,"$1,800.00",
2024-04-15,Ryan,Male,525000,Diehl Motor CO Inc,Oldsmobile,Bravada,Auto,Black,26000,06457-3834,Hatchback,7014962,Janesville,10%,"$2,600.00",
2024-04-16,Sariah,Male,2800000,Tri-State Mack Inc,Ford,Escort,Auto,Pale White,15000,85257-3102,Passenger,6844227,Scottsdale,10%,"$1,500.00",
2024-04-17,Sasha,Male,13500,U-Haul CO,Lexus,LX470,Auto,Pale White,15001,78758-7841,SUV,8266098,Austin,10%,"$1,500.10",
2024-04-18,Savanna,Male,647000,Progressive Shippers Cooperative Association No,Lexus,GS400,Auto,Pale White,31000,53546-9427,Hatchback,8872486,Janesville,10%,"$3,100.00",
2024-04-19,Selma,Male,920000,Chrysler Plymouth,Ford,Explorer,Auto,Pale White,41000,53546-9427,Hatchback,6799712,Janesville,10%,"$4,100.00",
2024-04-20,Shaina,Female,1140000,Classic Chevy,Volvo,C70,Manual,Black,17000,85257-3102,Hatchback,8335175,Scottsdale,10%,"$1,700.00",
2024-04-21,Shaindy,Female,1172500,Clay Johnson Auto Sales,Saturn,LW,Auto,Pale White,18250,78758-7841,Hatchback,7868798,Austin,10%,"$1,825.00",
2024-04-22,Skylah,Female,1285000,Pars Auto Sales,Oldsmobile,Aurora,Auto,Pale White,24500,38701-8047,Passenger,8896298,Greenville,10%,"$2,450.00",
2024-04-23,Skylar,Male,13500,Pitre Buick-Pontiac-Gmc of Scottsdale,Chevrolet,Corvette,Auto,Pale White,46000,99301-3882,SUV,6307517,Pasco,10%,"$4,600.00",
2024-04-24,Skyler,Male,1375000,Progressive Shippers Cooperative Association No,Saab,3-Sep,Auto,Black,23500,53546-9427,Sedan,6615544,Janesville,10%,"$2,350.00",
2024-04-25,Theo,Male,950000,Suburban Ford,Saturn,LS,Manual,Pale White,14000,53546-9427,Sedan,6536438,Janesville,10%,"$1,400.00",
2024-04-26,Nicolas,Male,2440000,Tri-State Mack Inc,Dodge,Durango,Auto,Black,24000,85257-3102,SUV,7614349,Scottsdale,10%,"$2,400.00",
2024-04-27,Marcus,Male,490000,Race Car Help,Chevrolet,Malibu,Auto,Pale White,21000,78758-7841,Hardtop,8935207,Austin,10%,"$2,100.00",
2024-04-28,Samuel,Male,517500,Enterprise Rent A Car,Mitsubishi,Diamante,Manual,Pale White,19500,60504-7114,Hatchback,8812745,Scottsdale,10%,"$1,950.00",
2024-04-29,Sean,Male,365000,Gartner Buick Hyundai Saab,Mercedes-B,SLK,Manual,Pale White,17000,38701-8047,Passenger,6899959,Austin,10%,"$1,700.00",
2024-04-30,Sebastian,Male,460000,Hatfield Volkswagen,Nissan,Pathfinder,Auto,Pale White,21000,99301-3882,Hatchback,6000326,Janesville,10%,"$2,100.00",
2024-05-01,Savannah,Male,13500,Rabun Used Car Sales,Audi,A4,Manual,Pale White,12000,85257-3102,SUV,6266144,Scottsdale,10%,"$1,200.00",
2024-05-02,Scarlet,Male,2100000,Race Car Help,Dodge,Caravan,Auto,Black,23000,78758-7841,SUV,8346236,Austin,10%,"$2,300.00",
2024-05-03,Shifra,Female,1473000,Diehl Motor CO Inc,Oldsmobile,Silhouette,Auto,Pale White,12300,06457-3834,Sedan,8771750,Middletown,10%,"$1,230.00",
2024-05-04,Shira,Male,467000,Enterprise Rent A Car,Plymouth,Prowler,Auto,Pale White,15000,60504-7114,Hatchback,6672623,Aurora,10%,"$1,500.00",
2024-05-05,Sofia,Male,1300000,Rabun Used Car Sales,Toyota,RAV4,Manual,Pale White,22000,85257-3102,Hatchback,6275357,Scottsdale,10%,"$2,200.00",
2024-05-06,Sophia,Male,1286000,Race Car Help,Mercury,Cougar,Manual,Pale White,22600,78758-7841,Hatchback,8370326,Austin,10%,"$2,260.00",
2024-05-07,Quentin,Male,770000,Buddy Storbeck's Diesel Service Inc,Acura,TL,Manual,Pale White,14000,06457-3834,Hatchback,6428798,Middletown,10%,"$1,400.00",
2024-05-08,Matthew,Male,13500,Saab-Belle Dodge,Chrysler,Concorde,Auto,Pale White,46000,60504-7114,Hardtop,8483928,Aurora,10%,"$4,600.00",
2024-05-09,Shawn,Female,1725000,Iceberg Rentals,Oldsmobile,Cutlass,Manual,Pale White,41500,53546-9427,Sedan,7683583,Scottsdale,10%,"$4,150.00",
2024-05-10,Simon,Male,646000,McKinney Dodge Chrysler Jeep,BMW,528i,Manual,Pale White,14000,85257-3102,SUV,7743761,Janesville,10%,"$1,400.00",
2024-05-11,Scarlett,Male,13500,Ryder Truck Rental and Leasing,Dodge,Viper,Auto,Pale White,41000,06457-3834,SUV,8331205,Middletown,10%,"$4,100.00",
2024-05-12,Selena,Male,13500,Saab-Belle Dodge,Ford,Expedition,Manual,Black,18000,60504-7114,SUV,8830216,Aurora,10%,"$1,800.00",
2024-05-13,Serenity,Female,13500,Scrivener Performance Engineering,Oldsmobile,Alero,Manual,Black,17000,38701-8047,SUV,8755273,Greenville,10%,"$1,700.00",
2024-05-14,Sherlyn,Male,2000000,Star Enterprises Inc,Lincoln,Continental,Manual,Pale White,82000,99301-3882,Passenger,6082505,Pasco,10%,"$8,200.00",
2024-05-15,Lyla,Male,2302000,Ryder Truck Rental and Leasing,Mitsubishi,Montero Sport,Manual,Black,42200,06457-3834,Hardtop,8621823,Middletown,10%,"$4,220.00",
2024-05-16,Natalia,Male,13500,New Castle Ford Lincoln Mercury,Dodge,Ram Pickup,Manual,Pale White,16001,60504-7114,Hardtop,8030571,Aurora,10%,"$1,600.10",
2024-05-17,Nora,Male,607000,Scrivener Performance Engineering,Volvo,S70,Manual,Pale White,21000,38701-8047,Hardtop,8114422,Greenville,10%,"$2,100.00",
2024-05-18,Sima,Male,465000,McKinney Dodge Chrysler Jeep,Oldsmobile,Intrigue,Auto,Pale White,45000,85257-3102,SUV,8533597,Scottsdale,10%,"$4,500.00",
2024-05-19,Summer,Male,1920000,Ryder Truck Rental and Leasing,Lincoln,Town car,Manual,Black,17000,06457-3834,Hatchback,6393519,Middletown,10%,"$1,700.00",
2024-05-20,Sydney,Male,1968500,Saab-Belle Dodge,Saturn,LS,Auto,Pale White,51850,60504-7114,Sedan,7472415,Aurora,10%,"$5,185.00",
2024-05-21,Taylor,Female,782000,Scrivener Performance Engineering,Lexus,GS400,Auto,Pale White,25000,38701-8047,Hatchback,6424722,Greenville,10%,"$2,500.00",
2024-05-22,Tiana,Male,845000,Star Enterprises Inc,Honda,CR-V,Auto,Pale White,39000,99301-3882,SUV,8482781,Pasco,10%,"$3,900.00",
2024-05-23,Audrey,Male,704000,Capitol KIA,Acura,Integra,Auto,Black,45000,38701-8047,Passenger,7636264,Greenville,10%,"$4,500.00",
2024-05-24,Ewen,Male,601000,Chrysler of Tri-Cities,Ford,Mustang,Manual,Pale White,25000,99301-3882,Hatchback,7350448,Pasco,10%,"$2,500.00",
2024-05-25,Samuel,Male,1215000,New Castle Ford Lincoln Mercury,Plymouth,Breeze,Manual,Pale White,16500,60504-7114,Hardtop,7225785,Aurora,10%,"$1,650.00",
2024-05-26,Thessa,Male,460000,Classic Chevy,Mercedes-B,C-Class,Auto,Black,14000,85257-3102,Hatchback,6973354,Scottsdale,10%,"$1,400.00",
2024-05-27,Stanley,Female,1190000,Motor Vehicle Branch Office,Volvo,S70,Manual,Pale White,24000,78758-7841,Hatchback,7744781,Austin,10%,"$2,400.00",
2024-05-28,Steven,Female,635500,Nebo Chevrolet,Lincoln,Continental,Manual,Black,42500,06457-3834,Passenger,7981604,Austin,10%,"$4,250.00",
2024-05-29,Syed,Male,580000,New Castle Ford Lincoln Mercury,Plymouth,Voyager,Manual,Pale White,20000,60504-7114,Passenger,7997367,Middletown,10%,"$2,000.00",
2024-05-30,Tenzin,Female,413000,Pars Auto Sales,Hyundai,Sonata,Manual,Pale White,21000,38701-8047,SUV,8027066,Aurora,10%,"$2,100.00",
2024-05-31,Shirley,Male,442500,Suburban Ford,Chevrolet,Malibu,Manual,Pale White,82500,53546-9427,SUV,8967853,Janesville,10%,"$8,250.00",
2024-06-01,Sienna,Male,4735000,Tri-State Mack Inc,Chrysler,300M,Auto,Pale White,22500,85257-3102,SUV,8680832,Scottsdale,10%,"$2,250.00",
2024-06-02,Skyla,Male,1340000,U-Haul CO,Chrysler,LHS,Auto,Black,26000,78758-7841,Hatchback,7368875,Austin,10%,"$2,600.00",
2024-06-03,Skylar,Male,1801000,Buddy Storbeck's Diesel Service Inc,Hyundai,Sonata,Manual,Black,15100,06457-3834,SUV,7478336,Middletown,10%,"$1,510.00",
2024-06-04,Sofia,Male,1532000,C & M Motors Inc,Buick,Park Avenue,Manual,Pale White,45200,60504-7114,Hatchback,6690653,Aurora,10%,"$4,520.00",
2024-06-05,Simone,Female,440000,Motor Vehicle Branch Office,Pontiac,Grand Am,Auto,Pale White,12000,78758-7841,SUV,8236351,Austin,10%,"$1,200.00",
2024-06-06,Brandon,Male,750000,Buddy Storbeck's Diesel Service Inc,Cadillac,Seville,Manual,Black,44001,06457-3834,Hardtop,6443234,Middletown,10%,"$4,400.10",
2024-06-07,Sloane,Male,13500,New Castle Ford Lincoln Mercury,Pontiac,Sunfire,Manual,Pale White,43000,60504-7114,Sedan,8111765,Aurora,10%,"$4,300.00",
2024-06-08,Sofia,Male,625000,Pars Auto Sales,Oldsmobile,Bravada,Manual,Black,36000,38701-8047,Hatchback,6742609,Greenville,10%,"$3,600.00",
2024-06-09,Bryan,Male,13500,Capitol KIA,Mitsubishi,Eclipse,Manual,Pale White,12001,38701-8047,Hardtop,7977360,Greenville,10%,"$1,200.10",
2024-06-10,Tianna,Male,1107000,Suburban Ford,Lincoln,Continental,Manual,Pale White,20700,53546-9427,Passenger,7448214,Janesville,10%,"$2,070.00",
2024-06-11,Tori,Male,641500,Tri-State Mack Inc,Honda,Accord,Manual,Black,43500,85257-3102,Sedan,6388206,Scottsdale,10%,"$4,350.00",
2024-06-12,Trinity,Male,725000,U-Haul CO,Plymouth,Prowler,Auto,Pale White,27000,78758-7841,Hatchback,8410862,Austin,10%,"$2,700.00",
2024-06-13,Victoria,Female,825000,Progressive Shippers Cooperative Association No,Toyota,RAV4,Auto,Black,28000,53546-9427,Hatchback,7455549,Janesville,10%,"$2,800.00",
2024-06-14,Violet,Male,13500,Rabun Used Car Sales,Chevrolet,Monte Carlo,Manual,Black,44000,85257-3102,Hatchback,7051861,Scottsdale,10%,"$4,400.00",
2024-06-15,Juliette,Female,680000,Clay Johnson Auto Sales,Cadillac,Eldorado,Auto,Black,60000,78758-7841,Passenger,8026726,Austin,10%,"$6,000.00",
2024-06-16,Johan,Female,622000,Diehl Motor CO Inc,Porsche,Boxter,Manual,Pale White,14000,06457-3834,SUV,6312459,Middletown,10%,"$1,400.00",
2024-06-17,Lou,Female,13500,Enterprise Rent A Car,Pontiac,Grand Prix,Auto,Pale White,19000,60504-7114,Passenger,6970913,Aurora,10%,"$1,900.00",
2024-06-18,Angele,Male,412500,Gartner Buick Hyundai Saab,Mercury,Villager,Auto,Black,28500,38701-8047,Passenger,8466285,Greenville,10%,"$2,850.00",
2024-06-19,Louis,Male,465000,Hatfield Volkswagen,Oldsmobile,Silhouette,Auto,Black,60000,99301-3882,Sedan,6230383,Pasco,10%,"$6,000.00",
2024-06-20,Terry,Male,420000,Pitre Buick-Pontiac-Gmc of Scottsdale,Oldsmobile,Cutlass,Auto,Pale White,46000,99301-3882,Sedan,8391489,Greenville,10%,"$4,600.00",
2024-06-21,Thomas,Male,650000,Progressive Shippers Cooperative Association No,Chrysler,LHS,Manual,Black,51000,53546-9427,Hatchback,7611671,Pasco,10%,"$5,100.00",
2024-06-22,Timothy,Male,525000,Rabun Used Car Sales,Audi,A6,Manual,Pale White,13000,85257-3102,SUV,7559678,Janesville,10%,"$1,300.00",
2024-06-23,Tony,Male,780000,Race Car Help,Chrysler,Sebring Coupe,Manual,Pale White,21000,78758-7841,Sedan,6129903,Scottsdale,10%,"$2,100.00",
2024-06-24,Travis,Male,765000,Ryder Truck Rental and Leasing,Ford,Mustang,Auto,Pale White,31000,06457-3834,Hatchback,8152643,Austin,10%,"$3,100.00",
2024-06-25,Sophia,Male,3755000,Capitol KIA,Dodge,Ram Pickup,Manual,Black,19500,38701-8047,SUV,6407820,Greenville,10%,"$1,950.00",
2024-06-26,Sophie,Male,2140000,Chrysler of Tri-Cities,Ford,Expedition,Manual,Pale White,34000,99301-3882,SUV,8655744,Pasco,10%,"$3,400.00",
2024-06-27,Stacy,Female,1810000,Chrysler Plymouth,Oldsmobile,Silhouette,Manual,Pale White,39000,53546-9427,Sedan,6690603,Janesville,10%,"$3,900.00",
2024-06-28,Sophia,Female,745000,Progressive Shippers Cooperative Association No,Acura,RL,Manual,Pale White,26000,53546-9427,SUV,7102722,Janesville,10%,"$2,600.00",
2024-06-29,Messiah,Female,500000,Chrysler of Tri-Cities,Volkswagen,Beetle,Auto,Red,45001,99301-3882,Hardtop,8983087,Pasco,10%,"$4,500.10",
2024-06-30,Stella,Male,722500,Race Car Help,Lexus,GS300,Manual,Black,51500,78758-7841,Passenger,8871624,Austin,10%,"$5,150.00",
2024-07-01,Winter,Male,1515000,Race Car Help,Honda,CR-V,Auto,Black,31500,78758-7841,SUV,6698483,Austin,10%,"$3,150.00",
2024-07-02,Wynter,Male,13500,Ryder Truck Rental and Leasing,Lincoln,Navigator,Auto,Black,19000,06457-3834,Sedan,8483559,Middletown,10%,"$1,900.00",
2024-07-03,Zaniyah,Male,986000,Saab-Belle Dodge,Nissan,Frontier,Auto,Pale White,26000,60504-7114,Hatchback,7517211,Aurora,10%,"$2,600.00",
2024-07-04,Lou,Male,720008,Iceberg Rentals,Mercury,Cougar,Manual,Red,22000,53546-9427,Hatchback,6889488,Janesville,10%,"$2,200.00",
2024-07-05,Alix,Female,730000,McKinney Dodge Chrysler Jeep,BMW,323i,Auto,Red,22000,85257-3102,Hatchback,6473319,Scottsdale,10%,"$2,200.00",
2024-07-06,Leanne,Male,1188000,Motor Vehicle Branch Office,Acura,TL,Auto,Black,28800,78758-7841,Hatchback,7883643,Austin,10%,"$2,880.00",
2024-07-07,Tyler,Female,1420000,Saab-Belle Dodge,Volkswagen,Passat,Manual,Pale White,12000,60504-7114,Hatchback,6763336,Middletown,10%,"$1,200.00",
2024-07-08,Victor,Male,2100000,Scrivener Performance Engineering,Chrysler,LHS,Auto,Black,26000,38701-8047,Hatchback,6956879,Aurora,10%,"$2,600.00",
2024-07-09,Vincent,Male,1385000,Star Enterprises Inc,Lexus,LX470,Auto,Black,22500,99301-3882,SUV,7864153,Greenville,10%,"$2,250.00",
2024-07-10,Stella,Male,1750000,Classic Chevy,Toyota,Tacoma,Auto,Pale White,53001,85257-3102,SUV,7267113,Scottsdale,10%,"$5,300.10",
2024-07-11,Sury,Male,421000,Ryder Truck Rental and Leasing,Mercury,Grand Marquis,Manual,Pale White,16000,06457-3834,SUV,7472177,Middletown,10%,"$1,600.00",
2024-07-12,Zara,Male,13500,Scrivener Performance Engineering,Volkswagen,Jetta,Auto,Red,69000,38701-8047,Passenger,7637220,Greenville,10%,"$6,900.00",
2024-07-13,Nora,Male,13500,Nebo Chevrolet,Lexus,GS400,Auto,Pale White,31000,06457-3834,Hatchback,8941110,Middletown,10%,"$3,100.00",
2024-07-14,William,Female,417000,Suburban Ford,Mitsubishi,3000GT,Auto,Red,19000,53546-9427,Sedan,7268299,Pasco,10%,"$1,900.00",
2024-07-15,Stephanie,Male,980000,Clay Johnson Auto Sales,Chevrolet,Prizm,Manual,Black,25000,78758-7841,SUV,7050740,Austin,10%,"$2,500.00",
2024-07-16,Stephany,Male,13500,Diehl Motor CO Inc,Mitsubishi,Montero Sport,Auto,Pale White,53000,06457-3834,SUV,7207345,Middletown,10%,"$5,300.00",
2024-07-17,Tatiana,Male,13500,Enterprise Rent A Car,Subaru,Forester,Auto,Red,23000,60504-7114,SUV,6814756,Aurora,10%,"$2,300.00",
2024-07-18,Taylor,Male,13500,Gartner Buick Hyundai Saab,Mercury,Grand Marquis,Auto,Black,19000,38701-8047,SUV,8519023,Greenville,10%,"$1,900.00",
2024-07-19,Tiana,Male,2030000,Hatfield Volkswagen,Lincoln,Continental,Manual,Black,42000,99301-3882,Passenger,8349770,Pasco,10%,"$4,200.00",
2024-07-20,Tiffany,Male,1740000,Iceberg Rentals,Mitsubishi,Diamante,Auto,Pale White,21000,53546-9427,Hatchback,7192845,Janesville,10%,"$2,100.00",
2024-07-21,Valentina,Male,2800000,McKinney Dodge Chrysler Jeep,Dodge,Ram Pickup,Manual,Pale White,20000,85257-3102,SUV,8231045,Scottsdale,10%,"$2,000.00",
2024-07-22,Valeria,Male,985000,Motor Vehicle Branch Office,Honda,Passport,Auto,Black,26000,78758-7841,SUV,7005538,Austin,10%,"$2,600.00",
2024-07-23,Valerie,Male,13500,Nebo Chevrolet,Hyundai,Sonata,Manual,Black,15000,06457-3834,SUV,8904235,Middletown,10%,"$1,500.00",
2024-07-24,Vanessa,Male,2000000,New Castle Ford Lincoln Mercury,Mitsubishi,3000GT,Manual,Red,24000,60504-7114,Sedan,8337679,Aurora,10%,"$2,400.00",
2024-07-25,Micah,Male,335000,Chrysler Plymouth,Chevrolet,Malibu,Manual,Pale White,14001,53546-9427,Hardtop,8356711,Janesville,10%,"$1,400.10",
2024-07-26,Brian,Male,751000,Tri-State Mack Inc,Dodge,Ram Pickup,Manual,Black,19000,85257-3102,Hardtop,6683275,Scottsdale,10%,"$1,900.00",
2024-07-27,Sylvie,Male,13500,Star Enterprises Inc,Mercedes-B,CLK Coupe,Auto,Pale White,22000,99301-3882,Sedan,8808789,Pasco,10%,"$2,200.00",
2024-07-28,Talia,Female,1720000,Suburban Ford,Honda,Civic,Auto,Pale White,25000,53546-9427,Hatchback,7843539,Janesville,10%,"$2,500.00",
2024-07-29,Bryant,Male,415000,Progressive Shippers Cooperative Association No,Volvo,S70,Auto,Pale White,32000,53546-9427,Hardtop,6040855,Janesville,10%,"$3,200.00",
2024-07-30,Taylor,Male,13500,U-Haul CO,Mitsubishi,Mirage,Auto,Black,9000,78758-7841,SUV,7805748,Austin,10%,$900.00,
2024-07-31,Valeria,Female,550000,Scrivener Performance Engineering,Infiniti,I30,Auto,Pale White,51000,38701-8047,Hardtop,7934969,Greenville,10%,"$5,100.00",
2024-08-01,Toby,Male,286000,Rabun Used Car Sales,Dodge,Ram Wagon,Auto,Black,22000,85257-3102,Passenger,8355094,Scottsdale,10%,"$2,200.00",
2024-08-02,Tzipora,Male,13500,Race Car Help,BMW,328i,Auto,Black,41000,78758-7841,Sedan,8591943,Austin,10%,"$4,100.00",
2024-08-03,Tzivia,Male,1375000,Ryder Truck Rental and Leasing,Cadillac,Catera,Auto,Pale White,75500,06457-3834,Hatchback,8686847,Middletown,10%,"$7,550.00",
2024-08-04,Zariah,Male,830000,Star Enterprises Inc,Ford,Mustang,Manual,Black,22000,99301-3882,Hatchback,7911651,Pasco,10%,"$2,200.00",
2024-08-05,Zendaya,Male,13500,Suburban Ford,Volvo,S80,Manual,Pale White,21000,53546-9427,Sedan,6495008,Janesville,10%,"$2,100.00",
2024-08-06,Zoe,Male,767000,Tri-State Mack Inc,Chrysler,Sebring Coupe,Manual,Red,21000,85257-3102,Sedan,8801449,Scottsdale,10%,"$2,100.00",
2024-08-07,Zoey,Male,1860000,U-Haul CO,Ford,Ranger,Manual,Black,18000,78758-7841,Hatchback,8788287,Austin,10%,"$1,800.00",
2024-08-08,Zuri,Female,1262500,Buddy Storbeck's Diesel Service Inc,Mercedes-B,C-Class,Manual,Pale White,17250,06457-3834,Hatchback,7873794,Middletown,10%,"$1,725.00",
2024-08-09,Aaliyah,Male,13500,C & M Motors Inc,Oldsmobile,Silhouette,Auto,Black,60000,60504-7114,Sedan,7066577,Aurora,10%,"$6,000.00",
2024-08-10,Abigail,Male,1200000,Capitol KIA,Plymouth,Neon,Auto,Pale White,27000,38701-8047,SUV,8865046,Greenville,10%,"$2,700.00",
2024-08-11,Adelyn,Male,1175000,Chrysler of Tri-Cities,Honda,Accord,Auto,Pale White,21500,99301-3882,Sedan,8067211,Pasco,10%,"$2,150.00",
2024-08-12,Adriana,Male,1225000,Chrysler Plymouth,Cadillac,Eldorado,Manual,Black,29500,53546-9427,Passenger,8614375,Janesville,10%,"$2,950.00",
2024-08-13,Adrianna,Female,1261000,Classic Chevy,Volkswagen,Jetta,Auto,Black,22100,85257-3102,Passenger,8012806,Scottsdale,10%,"$2,210.00",
2024-08-14,Enzo,Male,630000,New Castle Ford Lincoln Mercury,Jeep,Grand Cherokee,Manual,Red,21000,60504-7114,SUV,6320456,Aurora,10%,"$2,100.00",
2024-08-15,Leonie,Male,905000,Pars Auto Sales,Mercedes-B,CL500,Manual,Black,22000,38701-8047,SUV,7259951,Greenville,10%,"$2,200.00",
2024-08-16,Evan,Male,825000,Pitre Buick-Pontiac-Gmc of Scottsdale,Volkswagen,Jetta,Auto,Pale White,38000,99301-3882,Passenger,6052646,Pasco,10%,"$3,800.00",
2024-08-17,Gaston,Male,600000,Progressive Shippers Cooperative Association No,Chrysler,300M,Auto,Black,26000,53546-9427,SUV,8762318,Janesville,10%,"$2,600.00",
2024-08-18,Hugo,Female,1750000,Rabun Used Car Sales,Mercury,Mystique,Auto,Red,29000,85257-3102,Passenger,8824995,Scottsdale,10%,"$2,900.00",
2024-08-19,Justin,Female,450000,Race Car Help,Lexus,GS400,Auto,Pale White,31000,78758-7841,Hatchback,7580362,Austin,10%,"$3,100.00",
2024-08-20,Antoine,Male,397000,Ryder Truck Rental and Leasing,Ford,Expedition,Auto,Black,26000,06457-3834,SUV,6394934,Middletown,10%,"$2,600.00",
2024-08-21,Sebastian,Male,2337000,Progressive Shippers Cooperative Association No,Saturn,SC,Auto,Red,12700,53546-9427,Hardtop,8192111,Janesville,10%,"$1,270.00",
2024-08-22,Sam,Male,1370000,Scrivener Performance Engineering,Saab,3-Sep,Auto,Black,23000,38701-8047,Sedan,6690199,Greenville,10%,"$2,300.00",
2024-08-23,Abel,Male,695000,C & M Motors Inc,Mitsubishi,Eclipse,Manual,Pale White,12000,60504-7114,Hardtop,6058633,Aurora,10%,"$1,200.00",
2024-08-24,Wilson,Female,13500,Tri-State Mack Inc,Ford,Taurus,Manual,Black,43000,85257-3102,SUV,6791904,Janesville,10%,"$4,300.00",
2024-08-25,Xavier,Female,810000,U-Haul CO,Chrysler,300M,Auto,Red,16000,78758-7841,SUV,6048996,Scottsdale,10%,"$1,600.00",
2024-08-26,Zachary,Male,451500,Progressive Shippers Cooperative Association No,Mitsubishi,Montero Sport,Manual,Black,42500,53546-9427,Hatchback,7904101,Austin,10%,"$4,250.00",
